feature_ID	mz	rtime
358.2959278_81.4764746	358.2959278	81.4764746
358.3688067_49.37680621	358.3688067	49.37680621
358.7543254_74.54373078	358.7543254	74.54373078
358.8433781_74.35471135	358.8433781	74.35471135
359.2043673_70.96171832	359.2043673	70.96171832
359.2225009_28.39177891	359.2225009	28.39177891
359.2412391_85.63317253	359.2412391	85.63317253
359.3165007_198.1180224	359.3165007	198.1180224
359.8199371_195.1026598	359.8199371	195.1026598
360.1251595_142.6201241	360.1251595	142.6201241
360.3197605_219.9063349	360.3197605	219.9063349
360.6271047_142.0197289	360.6271047	142.0197289
360.7513328_74.88358303	360.7513328	74.88358303
360.8406406_77.85462764	360.8406406	77.85462764
360.9689305_80.6317047	360.9689305	80.6317047
361.1284652_157.5452233	361.1284652	157.5452233
361.18667_30.12205755	361.18667	30.12205755
361.2025461_94.63362746	361.2025461	94.63362746
361.703996_95.23033105	361.703996	95.23033105
362.0200568_110.1057798	362.0200568	110.1057798
362.1892534_36.54109796	362.1892534	36.54109796
362.7019905_75.08824149	362.7019905	75.08824149
362.8539368_98.94067113	362.8539368	98.94067113
362.9273524_113.1132541	362.9273524	113.1132541
363.017772_110.4350474	363.017772	110.4350474
363.199721_61.85899928	363.199721	61.85899928
363.930141_114.1790334	363.930141	114.1790334
364.0210006_110.0878874	364.0210006	110.0878874
364.20313_61.05374116	364.20313	61.05374116
364.2280859_138.4261895	364.2280859	138.4261895
364.2917452_133.770918	364.2917452	133.770918
364.3711404_110.682464	364.3711404	110.682464
364.8726269_96.85870505	364.8726269	96.85870505
364.9313411_114.0627647	364.9313411	114.0627647
364.96482_80.83265495	364.96482	80.83265495
365.1365434_122.6445817	365.1365434	122.6445817
365.2997329_134.3997856	365.2997329	134.3997856
365.8011298_134.3345151	365.8011298	134.3345151
366.0134982_115.2864665	366.0134982	115.2864665
366.1401085_104.8680288	366.1401085	104.8680288
366.3076503_134.0288237	366.3076503	134.0288237
366.5107414_149.7164767	366.5107414	149.7164767
366.6295182_142.2449923	366.6295182	142.2449923
366.837896_70.89087874	366.837896	70.89087874
366.9619229_80.58512879	366.9619229	80.58512879
367.1755164_148.5752548	367.1755164	148.5752548
367.3361403_30.38283754	367.3361403	30.38283754
367.8437692_149.3026864	367.8437692	149.3026864
367.8927667_127.8402654	367.8927667	127.8402654
367.9924806_126.3195097	367.9924806	126.3195097
368.2101465_88.06468097	368.2101465	88.06468097
368.2437835_27.50835834	368.2437835	27.50835834
368.2649766_29.56166452	368.2649766	29.56166452
368.2802415_76.26358397	368.2802415	76.26358397
368.8722965_89.96457104	368.8722965	89.96457104
368.8930364_109.5748868	368.8930364	109.5748868
369.3008263_247.3646957	369.3008263	247.3646957
369.3522844_203.4587359	369.3522844	203.4587359
370.2595279_27.52125055	370.2595279	27.52125055
370.2959375_78.43371865	370.2959375	78.43371865
370.3099465_132.8721561	370.3099465	132.8721561
370.3557105_36.18353918	370.3557105	36.18353918
370.3557691_266.8795721	370.3557691	266.8795721
370.7415738_70.54893791	370.7415738	70.54893791
370.8116612_133.1848715	370.8116612	133.1848715
371.1021196_276.4246308	371.1021196	276.4246308
371.316614_240.1294098	371.316614	240.1294098
371.8853541_110.4623152	371.8853541	110.4623152
371.9760003_109.2784633	371.9760003	109.2784633
372.1910909_95.8609358	372.1910909	95.8609358
372.2600928_47.27830746	372.2600928	47.27830746
372.2753687_33.80585198	372.2753687	33.80585198
372.311736_79.32485496	372.311736	79.32485496
372.7322499_79.5983775	372.7322499	79.5983775
372.7387649_71.7181465	372.7387649	71.7181465
372.8824738_112.0795931	372.8824738	112.0795931
372.9730401_109.2917134	372.9730401	109.2917134
373.2014961_27.19768581	373.2014961	27.19768581
373.2207438_72.65637995	373.2207438	72.65637995
373.2952831_42.69916894	373.2952831	42.69916894
373.8859355_111.934644	373.8859355	111.934644
374.208678_87.1297121	374.208678	87.1297121
374.7358048_71.8445945	374.7358048	71.8445945
374.8816264_101.0929053	374.8816264	101.0929053
375.0077201_100.4274445	375.0077201	100.4274445
375.1761291_149.7710811	375.1761291	149.7710811
375.2178179_59.41913939	375.2178179	59.41913939
375.3807368_85.38753135	375.3807368	85.38753135
375.8791452_109.6370765	375.8791452	109.6370765
375.978245_193.233499	375.978245	193.233499
376.1432867_95.17105259	376.1432867	95.17105259
376.2075942_106.7243941	376.2075942	106.7243941
376.2602638_27.13025625	376.2602638	27.13025625
376.3807055_104.7230721	376.3807055	104.7230721
376.7341357_71.4217278	376.7341357	71.4217278
376.8543156_144.714308	376.8543156	144.714308
376.8792598_108.9804144	376.8792598	108.9804144
377.1465293_95.04860873	377.1465293	95.04860873
377.2148894_61.91435004	377.2148894	61.91435004
377.2332519_43.362355	377.2332519	43.362355
377.246119_136.4513696	377.246119	136.4513696
377.3811466_95.30665201	377.3811466	95.30665201
377.8771032_102.9585425	377.8771032	102.9585425
378.2130625_27.04140031	378.2130625	27.04140031
378.2439512_136.2320829	378.2439512	136.2320829
378.7301486_71.65199878	378.7301486	71.65199878
378.7453488_136.0220128	378.7453488	136.0220128
378.7816137_123.2849808	378.7816137	123.2849808
378.9012625_103.8009458	378.9012625	103.8009458
379.2164312_28.59138483	379.2164312	28.59138483
379.2449117_136.6483758	379.2449117	136.6483758
379.2831887_123.3211302	379.2831887	123.3211302
379.3152517_132.7418392	379.3152517	132.7418392
379.7461271_136.123815	379.7461271	136.123815
379.7848058_123.8711524	379.7848058	123.8711524
379.9048432_115.5997674	379.9048432	115.5997674
380.0289002_112.1746768	380.0289002	112.1746768
380.2414325_136.406596	380.2414325	136.406596
380.2569363_109.3100121	380.2569363	109.3100121
380.7707782_67.69665369	380.7707782	67.69665369
380.8876325_187.9022469	380.8876325	187.9022469
380.8991177_115.8569273	380.8991177	115.8569273
381.2179681_62.4181403	381.2179681	62.4181403
381.2790294_127.8794263	381.2790294	127.8794263
381.2982509_97.81502222	381.2982509	97.81502222
381.9872611_130.3985229	381.9872611	130.3985229
382.225749_76.44176846	382.225749	76.44176846
382.2807566_28.76449657	382.2807566	28.76449657
382.694601_77.97769153	382.694601	77.97769153
382.7678133_67.86313848	382.7678133	67.86313848
382.9494745_64.31115846	382.9494745	64.31115846
383.1685062_40.7339018	383.1685062	40.7339018
383.2154003_99.9762765	383.2154003	99.9762765
383.3317724_30.60073026	383.3317724	30.60073026
383.3317799_276.2595193	383.3317799	276.2595193
383.9664924_117.3091753	383.9664924	117.3091753
384.1086929_164.5118102	384.1086929	164.5118102
384.1718109_33.0864163	384.1718109	33.0864163
384.2389762_29.61725547	384.2389762	29.61725547
384.325246_131.6497474	384.325246	131.6497474
384.5197426_144.2678789	384.5197426	144.2678789
384.691494_80.86876273	384.691494	80.86876273
384.7647019_67.10553747	384.7647019	67.10553747
385.0369094_102.9352023	385.0369094	102.9352023
385.5262211_143.451155	385.5262211	143.451155
385.7491468_138.1330746	385.7491468	138.1330746
385.863568_143.3887877	385.863568	143.3887877
386.1097944_150.3513125	386.1097944	150.3513125
386.1981574_143.2224772	386.1981574	143.2224772
386.2509245_137.4802445	386.2509245	137.4802445
386.27574_37.06767489	386.27574	37.06767489
386.5318686_143.3160287	386.5318686	143.3160287
386.715836_79.37134092	386.715836	79.37134092
386.7630425_68.73811218	386.7630425	68.73811218
387.7455826_94.59539525	387.7455826	94.59539525
388.2257023_60.64402079	388.2257023	60.64402079
388.7129327_74.64703673	388.7129327	74.64703673
388.7590161_67.6403	388.7590161	67.6403
388.8567555_104.4442605	388.8567555	104.4442605
389.2518014_96.47302784	389.2518014	96.47302784
389.7279044_91.31701532	389.7279044	91.31701532
389.773218_124.4241086	389.773218	124.4241086
389.9843347_111.8521828	389.9843347	111.8521828
390.2753511_122.8970101	390.2753511	122.8970101
390.3223074_30.06900518	390.3223074	30.06900518
390.7102044_73.65404488	390.7102044	73.65404488
390.7816081_121.8662694	390.7816081	121.8662694
390.7996145_72.67036894	390.7996145	72.67036894
391.2847271_184.638118	391.2847271	184.638118
391.7888294_122.9204716	391.7888294	122.9204716
391.9540274_115.9806099	391.9540274	115.9806099
392.2442849_43.73873402	392.2442849	43.73873402
392.2593627_134.3036036	392.2593627	134.3036036
392.2892221_198.1241394	392.2892221	198.1241394
392.7071426_73.81763404	392.7071426	73.81763404
392.760129_134.3347513	392.760129	134.3347513
392.7970041_96.81659782	392.7970041	96.81659782
393.21067_79.46374875	393.21067	79.46374875
393.2623951_135.4919094	393.2623951	135.4919094
393.2916654_268.5444253	393.2916654	268.5444253
393.2981063_118.0123722	393.2981063	118.0123722
393.3310976_131.5684953	393.3310976	131.5684953
393.8326455_130.0761333	393.8326455	130.0761333
394.2427151_121.9993876	394.2427151	121.9993876
394.2900819_30.04567386	394.2900819	30.04567386
394.3476132_273.6187017	394.3476132	273.6187017
394.7042515_74.29290489	394.7042515	74.29290489
394.7934043_71.7480842	394.7934043	71.7480842
394.8752268_114.7486062	394.8752268	114.7486062
394.9922437_103.9552536	394.9922437	103.9552536
396.2233574_80.43207573	396.2233574	80.43207573
396.296451_32.40762036	396.296451	32.40762036
396.7446974_74.74643882	396.7446974	74.74643882
396.7903388_73.63435009	396.7903388	73.63435009
397.3339034_130.9276199	397.3339034	130.9276199
397.8349636_131.0547964	397.8349636	131.0547964
398.2270506_96.17035332	398.2270506	96.17035332
398.3268805_79.44095194	398.3268805	79.44095194
398.3412347_130.366662	398.3412347	130.366662
398.7417061_73.99091681	398.7417061	73.99091681
398.767281_135.5735984	398.767281	135.5735984
398.8431876_131.0785237	398.8431876	131.0785237
399.2349231_98.20097341	399.2349231	98.20097341
399.2514363_141.588777	399.2514363	141.588777
399.2672542_135.5848387	399.2672542	135.5848387
399.2806069_124.4148911	399.2806069	124.4148911
399.3308609_82.38239397	399.3308609	82.38239397
399.3477928_217.4692883	399.3477928	217.4692883
399.7409625_100.6452804	399.7409625	100.6452804
399.7649325_135.9067729	399.7649325	135.9067729
400.3386601_128.2858254	400.3386601	128.2858254
400.3428789_76.0304698	400.3428789	76.0304698
400.3512102_259.06702	400.3512102	259.06702
400.7387152_73.95041183	400.7387152	73.95041183
400.7657387_136.1583308	400.7657387	136.1583308
400.8288839_81.94519492	400.8288839	81.94519492
401.3428597_83.84649941	401.3428597	83.84649941
401.3463431_77.06548183	401.3463431	77.06548183
401.7276561_91.32181339	401.7276561	91.32181339
402.2642471_127.3977635	402.2642471	127.3977635
402.6896153_74.2788483	402.6896153	74.2788483
402.7359095_82.19855016	402.7359095	82.19855016
402.781373_120.6325965	402.781373	120.6325965
402.8253804_72.46396118	402.8253804	72.46396118
403.2310301_74.76203445	403.2310301	74.76203445
403.7327965_75.67489792	403.7327965	75.67489792
403.7891919_120.3854281	403.7891919	120.3854281
403.9993392_114.1336003	403.9993392	114.1336003
404.3235182_133.666371	404.3235182	133.666371
404.556818_169.5561961	404.556818	169.5561961
404.6870023_74.4594751	404.6870023	74.4594751
404.7333325_108.6996286	404.7333325	108.6996286
404.7423872_108.4628098	404.7423872	108.4628098
404.7972823_120.3596393	404.7972823	120.3596393
404.8232949_99.39431703	404.8232949	99.39431703
405.228379_104.7767717	405.228379	104.7767717
405.2439714_123.96543	405.2439714	123.96543
405.3297414_128.8272924	405.3297414	128.8272924
405.7302554_104.2224249	405.7302554	104.2224249
405.7410816_123.8778887	405.7410816	123.8778887
405.8328688_131.85018	405.8328688	131.85018
405.9694053_115.4226398	405.9694053	115.4226398
406.2432381_116.007017	406.2432381	116.007017
406.3390779_130.8589225	406.3390779	130.8589225
406.7489012_124.178813	406.7489012	124.178813
406.8408007_130.893251	406.8408007	130.893251
407.2505993_121.5271448	407.2505993	121.5271448
407.3471726_130.7308175	407.3471726	130.7308175
407.7573385_121.8633539	407.7573385	121.8633539
407.8485788_131.5457002	407.8485788	131.5457002
408.2587169_121.3712974	408.2587169	121.3712974
408.6809905_74.4065367	408.6809905	74.4065367
408.7596322_120.6298025	408.7596322	120.6298025
408.770461_75.40177724	408.770461	75.40177724
409.0838141_97.91618045	409.0838141	97.91618045
409.7254292_92.44525629	409.7254292	92.44525629
409.7710458_127.6442707	409.7710458	127.6442707
410.2388719_62.43364092	410.2388719	62.43364092
410.2728697_128.9678132	410.2728697	128.9678132
410.7406755_62.8802554	410.7406755	62.8802554
410.7676137_75.49137953	410.7676137	75.49137953
410.8570702_77.40366808	410.8570702	77.40366808
411.7412365_95.53865897	411.7412365	95.53865897
412.2364016_98.06095665	412.2364016	98.06095665
412.2906102_55.5071274	412.2906102	55.5071274
412.7185049_74.43337347	412.7185049	74.43337347
412.7383845_99.375942	412.7383845	99.375942
412.7488397_122.1794094	412.7488397	122.1794094
412.7948014_124.0256664	412.7948014	124.0256664
412.853811_76.68724342	412.853811	76.68724342
413.2671286_95.48468249	413.2671286	95.48468249
413.7385141_123.1585417	413.7385141	123.1585417
414.013393_108.0848853	414.013393	108.0848853
414.2403881_123.5787173	414.2403881	123.5787173
414.7158534_75.00647256	414.7158534	75.00647256
414.7467317_122.4186745	414.7467317	122.4186745
415.2126076_31.16621487	415.2126076	31.16621487
415.2480481_123.8689457	415.2480481	123.8689457
415.2743489_97.29517666	415.2743489	97.29517666
415.7452123_107.0205334	415.7452123	107.0205334
416.2974796_156.8454223	416.2974796	156.8454223
416.7134361_77.57952558	416.7134361	77.57952558
416.7296406_94.35786614	416.7296406	94.35786614
416.7335217_125.7732066	416.7335217	125.7732066
416.8022536_77.48719902	416.8022536	77.48719902
417.2353015_122.8884313	417.2353015	122.8884313
417.2447918_76.6087875	417.2447918	76.6087875
417.7413303_122.0840058	417.7413303	122.0840058
417.8477061_177.5190264	417.8477061	177.5190264
417.8728524_87.62346866	417.8728524	87.62346866
417.9694392_115.1033625	417.9694392	115.1033625
418.2427618_122.454513	418.2427618	122.454513
418.7488425_121.8151255	418.7488425	121.8151255
419.2507037_121.6983818	419.2507037	121.6983818
419.3166204_260.8080332	419.3166204	260.8080332
419.7568613_120.670083	419.7568613	120.670083
419.9796606_109.5745688	419.9796606	109.5745688
420.2584478_121.5032756	420.2584478	121.5032756
420.2908872_131.2968273	420.2908872	131.2968273
420.660961_74.80010791	420.660961	74.80010791
420.7651607_120.438693	420.7651607	120.438693
420.7928832_131.8034335	420.7928832	131.8034335
420.8858634_96.63224264	420.8858634	96.63224264
421.2416911_62.25254815	421.2416911	62.25254815
421.2663668_121.0127532	421.2663668	121.0127532
421.3183082_25.83365656	421.3183082	25.83365656
421.3297926_85.1039686	421.3297926	85.1039686
421.7676139_122.0373722	421.7676139	122.0373722
422.2455092_61.36883625	422.2455092	61.36883625
422.3251747_61.5151851	422.3251747	61.5151851
422.74417_122.7611203	422.74417	122.7611203
422.8831515_98.63297558	422.8831515	98.63297558
423.2458877_118.8906497	423.2458877	118.8906497
423.9689314_109.4890824	423.9689314	109.4890824
424.2210881_108.6867083	424.2210881	108.6867083
424.34332_72.42570199	424.34332	72.42570199
424.7308491_125.8562042	424.7308491	125.8562042
425.2443363_79.46179946	425.2443363	79.46179946
425.3460774_78.42824896	425.3460774	78.42824896
425.7384952_124.696002	425.7384952	124.696002
425.7462578_79.81136425	425.7462578	79.81136425
426.2406258_125.8026291	426.2406258	125.8026291
426.3070201_28.38730313	426.3070201	28.38730313
426.3587748_75.10455394	426.3587748	75.10455394
426.7443982_105.9105369	426.7443982	105.9105369
426.8312325_75.9910709	426.8312325	75.9910709
427.2444583_124.6117559	427.2444583	124.6117559
427.2982625_131.3331256	427.2982625	131.3331256
427.3615991_75.22061129	427.3615991	75.22061129
427.8392049_67.47678622	427.8392049	67.47678622
428.2064138_135.9304415	428.2064138	135.9304415
428.2560522_124.5193678	428.2560522	124.5193678
428.3739588_76.52794992	428.3739588	76.52794992
428.7003492_71.17545643	428.7003492	71.17545643
429.241135_83.71539817	429.241135	83.71539817
429.3736299_45.44657381	429.3736299	45.44657381
429.7409022_120.6950464	429.7409022	120.6950464
429.836242_67.75523228	429.836242	67.75523228
430.0083962_109.759485	430.0083962	109.759485
430.2433709_116.5298709	430.2433709	116.5298709
430.3814393_27.17859683	430.3814393	27.17859683
430.6986048_70.80151312	430.6986048	70.80151312
430.8413361_101.5641187	430.8413361	101.5641187
430.9157555_113.8758949	430.9157555	113.8758949
431.0052633_110.0303084	431.0052633	110.0303084
431.2508845_119.8221094	431.2508845	119.8221094
431.3849435_28.96116916	431.3849435	28.96116916
431.7572322_122.1651075	431.7572322	122.1651075
431.9181163_113.9716549	431.9181163	113.9716549
432.2390452_27.81486582	432.2390452	27.81486582
432.2518489_87.93368088	432.2518489	87.93368088
432.2586923_120.7891266	432.2586923	120.7891266
432.2909831_131.3146898	432.2909831	131.3146898
432.6943408_70.86944047	432.6943408	70.86944047
432.9191242_114.1263833	432.9191242	114.1263833
433.2602499_82.33822501	433.2602499	82.33822501
433.2989087_130.9950826	433.2989087	130.9950826
433.8002068_130.3242646	433.8002068	130.3242646
434.0007958_114.4537919	434.0007958	114.4537919
434.2494655_106.0641508	434.2494655	106.0641508
434.3068083_130.6753653	434.3068083	130.6753653
434.6915086_71.9601368	434.6915086	71.9601368
434.7440642_125.9557374	434.7440642	125.9557374
435.2457532_125.5044265	435.2457532	125.5044265
435.2960222_210.8223726	435.2960222	210.8223726
435.3089784_131.0874866	435.3089784	131.0874866
435.7518729_126.0668101	435.7518729	126.0668101
435.9798365_115.6167854	435.9798365	115.6167854
436.254226_98.89382555	436.254226	98.89382555
436.2997556_266.2780976	436.2997556	266.2780976
436.6904443_70.42728163	436.6904443	70.42728163
436.8597403_89.89356539	436.8597403	89.89356539
436.8815745_111.6917755	436.8815745	111.6917755
437.194276_83.93106276	437.194276	83.93106276
437.2368585_84.92010913	437.2368585	84.92010913
437.5884893_108.9304365	437.5884893	108.9304365
437.738783_124.580489	437.738783	124.580489
438.2989876_104.3609933	438.2989876	104.3609933
438.379921_29.44212466	438.379921	29.44212466
438.7291312_67.89794154	438.7291312	67.89794154
438.7467821_125.2866313	438.7467821	125.2866313
438.8749103_107.0067329	438.8749103	107.0067329
439.2481098_124.3858045	439.2481098	124.3858045
439.2598428_61.54088428	439.2598428	61.54088428
439.3021062_105.5864257	439.3021062	105.5864257
439.7326928_71.68444993	439.7326928	71.68444993
439.7549489_124.0808314	439.7549489	124.0808314
439.7619293_63.48865873	439.7619293	63.48865873
439.8732456_109.9743058	439.8732456	109.9743058
440.2560325_123.4993216	440.2560325	123.4993216
440.3229849_28.86327752	440.3229849	28.86327752
440.7262357_67.74389245	440.7262357	67.74389245
440.8702827_113.5431073	440.8702827	113.5431073
441.2639523_112.6137727	441.2639523	112.6137727
441.7296832_75.64949615	441.7296832	75.64949615
441.7338225_123.6190238	441.7338225	123.6190238
441.7593624_97.09767383	441.7593624	97.09767383
441.8734464_109.688951	441.8734464	109.688951
442.2447868_79.00364387	442.2447868	79.00364387
442.7232567_68.12180892	442.7232567	68.12180892
442.8759612_226.7873864	442.8759612	226.7873864
443.2429687_127.3663866	443.2429687	127.3663866
443.7268279_69.25002148	443.7268279	69.25002148
443.7487366_125.706997	443.7487366	125.706997
444.2512617_128.5248519	444.2512617	128.5248519
444.674928_74.11458664	444.674928	74.11458664
444.7203692_67.63471891	444.7203692	67.63471891
444.8917016_270.9856209	444.8917016	270.9856209
445.1210101_274.0386871	445.1210101	274.0386871
445.1343165_97.16613121	445.1343165	97.16613121
445.3688823_29.44011056	445.3688823	29.44011056
445.7363567_128.9003449	445.7363567	128.9003449
446.2694967_66.64729063	446.2694967	66.64729063
446.6733655_73.95964437	446.6733655	73.95964437
446.717853_68.22639449	446.717853	68.22639449
446.7444185_123.8577284	446.7444185	123.8577284
446.8887621_108.769798	446.8887621	108.769798
447.2457592_124.0495233	447.2457592	124.0495233
447.2576306_84.98762293	447.2576306	84.98762293
447.3480958_205.2346242	447.3480958	205.2346242
447.7523109_122.8086102	447.7523109	122.8086102
447.7593541_86.2845723	447.7593541	86.2845723
448.0178726_112.8376645	448.0178726	112.8376645
448.2539225_123.7205656	448.2539225	123.7205656
448.3434106_79.86569172	448.3434106	79.86569172
448.351409_274.952252	448.351409	274.952252
448.6690927_73.97538621	448.6690927	73.97538621
448.7590125_94.88826198	448.7590125	94.88826198
448.8869523_115.217793	448.8869523	115.217793
449.0200553_112.6225341	449.0200553	112.6225341
449.2615397_124.8307193	449.2615397	124.8307193
449.7297636_134.0519556	449.7297636	134.0519556
449.975213_115.9792157	449.975213	115.9792157
450.3224807_33.8911595	450.3224807	33.8911595
450.3588038_79.97027699	450.3588038	79.97027699
450.6662454_73.84513188	450.6662454	73.84513188
450.7391099_132.2118847	450.7391099	132.2118847
450.7564535_71.90302419	450.7564535	71.90302419
451.2525079_79.59693481	451.2525079	79.59693481
451.7471156_131.2806693	451.7471156	131.2806693
452.3147704_105.6218878	452.3147704	105.6218878
452.6631273_73.5600724	452.6631273	73.5600724
452.7519634_71.07918481	452.7519634	71.07918481
453.7339562_128.6455123	453.7339562	128.6455123
454.265573_79.22781544	454.265573	79.22781544
454.2942647_107.9658202	454.2942647	107.9658202
454.7035972_73.74735913	454.7035972	73.74735913
454.7416812_128.4732484	454.7416812	128.4732484
454.7671053_80.63220381	454.7671053	80.63220381
454.7886827_149.2159916	454.7886827	149.2159916
455.2434447_124.3876555	455.2434447	124.3876555
455.2975964_108.5211426	455.2975964	108.5211426
455.7494775_128.5199632	455.7494775	128.5199632
456.251219_128.501166	456.251219	128.501166
456.2629732_108.6761228	456.2629732	108.6761228
456.6015975_101.3547849	456.6015975	101.3547849
456.7010951_73.84729575	456.7010951	73.84729575
456.7579558_127.4525253	456.7579558	127.4525253
456.8442203_107.5939947	456.8442203	107.5939947
456.935892_104.0488861	456.935892	104.0488861
457.233312_86.54900206	457.233312	86.54900206
457.2590821_125.6022781	457.2590821	125.6022781
457.2783034_84.9456534	457.2783034	84.9456534
457.9720415_113.7150104	457.9720415	113.7150104
458.281806_74.96838189	458.281806	74.96838189
458.6970924_73.79795665	458.6970924	73.79795665
458.7822389_74.29763438	458.7822389	74.29763438
458.7870632_72.09447751	458.7870632	72.09447751
459.9414035_115.9645919	459.9414035	115.9645919
460.2706438_31.4205935	460.2706438	31.4205935
460.2783566_106.6080482	460.2783566	106.6080482
460.6487704_74.37554992	460.6487704	74.37554992
460.6946088_73.93745759	460.6946088	73.93745759
460.7857102_71.54267179	460.7857102	71.54267179
461.2732554_78.73043681	461.2732554	78.73043681
461.2844364_105.7991072	461.2844364	105.7991072
461.6077052_98.78890492	461.6077052	98.78890492
461.7748523_75.92027519	461.7748523	75.92027519
462.2972752_109.3292629	462.2972752	109.3292629
462.6456194_74.01495936	462.6456194	74.01495936
462.7393037_130.8223126	462.7393037	130.8223126
462.7813258_72.74484944	462.7813258	72.74484944
462.8631974_116.2109526	462.8631974	116.2109526
462.9798762_103.4478251	462.9798762	103.4478251
463.2709971_105.1089495	463.2709971	105.1089495
463.7468685_129.3657234	463.7468685	129.3657234
463.7723516_102.462938	463.7723516	102.462938
464.314724_104.631302	464.314724	104.631302
464.6429411_74.29588207	464.6429411	74.29588207
464.7321786_77.12808083	464.7321786	77.12808083
464.7548658_129.6307812	464.7548658	129.6307812
465.2565546_130.0514515	465.2565546	130.0514515
465.2688905_73.98749729	465.2688905	73.98749729
465.3182093_105.134628	465.3182093	105.134628
466.3315649_105.7774746	466.3315649	105.7774746
466.639854_74.19053789	466.639854	74.19053789
466.7294654_74.44303496	466.7294654	74.44303496
467.00721_186.1598675	467.00721	186.1598675
467.2579197_185.9400982	467.2579197	185.9400982
467.3335325_103.9978633	467.3335325	103.9978633
468.3108027_149.8522402	468.3108027	149.8522402
468.7264041_74.58370015	468.7264041	74.58370015
468.7829015_61.81950023	468.7829015	61.81950023
468.8040628_141.2980496	468.8040628	141.2980496
468.815671_70.07943216	468.815671	70.07943216
469.2710188_91.9289544	469.2710188	91.9289544
469.314721_139.61691	469.314721	139.61691
470.315697_145.8466177	470.315697	145.8466177
470.3332347_31.9950148	470.3332347	31.9950148
470.6774843_74.66268239	470.6774843	74.66268239
470.8128714_71.10691862	470.8128714	71.10691862
471.2465535_90.21450436	471.2465535	90.21450436
471.2768066_105.3754595	471.2768066	105.3754595
471.6112966_107.7770826	471.6112966	107.7770826
471.7389929_135.609103	471.7389929	135.609103
471.9864149_114.2473913	471.9864149	114.2473913
472.2398064_135.5089324	472.2398064	135.5089324
472.6743345_73.93562258	472.6743345	73.93562258
472.7419171_135.3719793	472.7419171	135.3719793
472.8101689_73.99148819	472.8101689	73.99148819
472.9030792_112.417695	472.9030792	112.417695
473.9574459_115.3568651	473.9574459	115.3568651
474.2969484_104.2657103	474.2969484	104.2657103
474.6714976_73.86599686	474.6714976	73.86599686
474.7611609_75.89739055	474.7611609	75.89739055
474.9412379_113.220096	474.9412379	113.220096
475.2892228_62.06621832	475.2892228	62.06621832
475.7905116_65.13656693	475.7905116	65.13656693
476.2733732_106.0175173	476.2733732	106.0175173
476.6691978_74.08253064	476.6691978	74.08253064
476.7566461_103.7825291	476.7566461	103.7825291
476.7801081_84.65117296	476.7801081	84.65117296
477.2799756_108.1241589	477.2799756	108.1241589
478.2941514_107.5030569	478.2941514	107.5030569
478.3297732_133.1895777	478.3297732	133.1895777
478.6195039_73.95328731	478.6195039	73.95328731
478.7766694_123.3979935	478.7766694	123.3979935
479.285727_68.02574109	479.285727	68.02574109
479.2973891_107.7193572	479.2973891	107.7193572
479.3335106_134.6326864	479.3335106	134.6326864
479.7145414_125.8264007	479.7145414	125.8264007
479.7837563_126.8037145	479.7837563	126.8037145
480.2869176_72.60588641	480.2869176	72.60588641
480.3096605_106.4442687	480.3096605	106.4442687
480.3462191_142.2509536	480.3462191	142.2509536
480.6180117_81.20585211	480.6180117	81.20585211
480.8416481_74.70198573	480.8416481	74.70198573
481.263392_92.53283667	481.263392	92.53283667
481.3497796_142.3656775	481.3497796	142.3656775
481.8736802_113.4519206	481.8736802	113.4519206
482.000721_107.8579749	482.000721	107.8579749
482.2633868_106.7084091	482.2633868	106.7084091
482.3252316_131.1600599	482.3252316	131.1600599
482.3615813_151.1192944	482.3615813	151.1192944
482.6141492_74.99948115	482.6141492	74.99948115
483.004975_108.7033434	483.004975	108.7033434
483.3287679_127.1647465	483.3287679	127.1647465
483.3667917_151.0804545	483.3667917	151.0804545
483.784938_79.50202419	483.784938	79.50202419
483.9256972_182.7340946	483.9256972	182.7340946
484.2605267_178.689068	484.2605267	178.689068
484.3495177_34.45618807	484.3495177	34.45618807
484.3680749_151.3721469	484.3680749	151.3721469
484.5947117_180.6047464	484.5947117	180.6047464
484.7532877_76.1224552	484.7532877	76.1224552
485.2837672_106.4177544	485.2837672	106.4177544
485.7859032_105.960606	485.7859032	105.960606
485.7981535_69.96142312	485.7981535	69.96142312
485.9549412_114.7352204	485.9549412	114.7352204
486.2966688_104.6956322	486.2966688	104.6956322
486.6594793_71.62876865	486.6594793	71.62876865
486.7499686_66.48381086	486.7499686	66.48381086
487.3001565_104.6474326	487.3001565	104.6474326
487.7952081_68.03329032	487.7952081	68.03329032
488.3129778_103.8937129	488.3129778	103.8937129
488.6563288_71.89576895	488.6563288	71.89576895
488.8063179_94.49750511	488.8063179	94.49750511
488.8699404_100.3569635	488.8699404	100.3569635
488.8739222_96.87577405	488.8739222	96.87577405
489.3156752_104.7744789	489.3156752	104.7744789
489.7922365_74.5104024	489.7922365	74.5104024
489.9316269_116.4859633	489.9316269	116.4859633
490.2926681_117.1140445	490.2926681	117.1140445
490.6242935_106.5527937	490.6242935	106.5527937
490.6537541_71.87672681	490.6537541	71.87672681
490.7959754_76.80299262	490.7959754	76.80299262
491.2841739_94.11750359	491.2841739	94.11750359
491.7853983_97.22336062	491.7853983	97.22336062
492.6523577_71.25990172	492.6523577	71.25990172
494.3220222_149.2285043	494.3220222	149.2285043
494.6479695_71.79507786	494.6479695	71.79507786
